,date,year,month,SIE,AO,BS,CS,ESS,LS,KS,BNS,GS,CA,HB,BB
1474,2016-08-22,2016,8,3372500,1992500,329375,187500,165625,257500,28750,55625,75625,277500,0,2500
1475,2016-08-23,2016,8,3249375,1933125,330625,143750,140000,265625,29375,60000,77500,262500,0,5000
1476,2016-08-24,2016,8,3035000,1731250,313750,134375,153125,266250,31250,56875,74375,270000,0,2500
1477,2016-08-25,2016,8,2736250,1551250,276250,56875,110000,274375,37500,63750,79375,277500,0,5000
1478,2016-08-26,2016,8,2783125,1605625,294375,63125,107500,255000,37500,63750,80000,270000,0,4375
1479,2016-08-27,2016,8,2664375,1605625,280000,16250,55625,228750,42500,65625,83125,281250,0,5625
1480,2016-08-28,2016,8,2828125,1732500,278750,56250,60625,228125,38750,70000,78125,278750,0,5625
1481,2016-08-29,2016,8,2791250,1681250,266875,61250,76250,252500,37500,68125,72500,272500,0,2500
1482,2016-08-30,2016,8,2808750,1721875,259375,68125,58125,230625,28125,69375,89375,275625,0,3750
1483,2016-08-31,2016,8,2761875,1683125,250625,77500,65625,219375,18125,69375,95000,278125,0,5000
1484,2016-09-01,2016,9,2615000,1570625,223125,68750,70625,213125,13750,72500,98125,276875,0,6250
1485,2016-09-02,2016,9,2546250,1524375,223750,53750,68750,207500,9375,71250,103125,276875,0,6875
1486,2016-09-03,2016,9,2572500,1486250,223750,72500,77500,235000,5625,75000,106250,282500,0,8125
1487,2016-09-04,2016,9,2411250,1346250,214375,70625,88125,225000,5000,66875,103750,281250,0,9375
1488,2016-09-05,2016,9,2481250,1446250,213750,54375,80000,221875,3750,65000,106250,279375,0,10000
1489,2016-09-06,2016,9,2421875,1376250,222500,45000,81875,223750,2500,63125,107500,286250,0,10625
1490,2016-09-07,2016,9,2326250,1275625,225000,46250,68125,228750,625,63125,113750,291875,0,11250
1491,2016-09-08,2016,9,2376875,1320000,230625,52500,67500,213750,0,66875,114375,300000,0,10625
1492,2016-09-09,2016,9,2615000,1552500,231250,43750,77500,223125,0,65625,108750,302500,0,10000
1493,2016-09-10,2016,9,2736250,1710000,245000,45625,68750,188125,0,65625,105625,296250,0,9375
1494,2016-09-11,2016,9,2900000,1841250,260000,62500,68750,194375,0,61250,97500,303125,0,10625
1495,2016-09-12,2016,9,3043125,1911250,296250,66250,73750,202500,0,57500,98750,326250,0,10625
1496,2016-09-13,2016,9,3131250,1986875,298125,68125,73750,202500,0,57500,98125,334375,0,11875
1497,2016-09-14,2016,9,3206250,2080625,323750,66875,69375,174375,0,46250,96875,335625,0,12500
1498,2016-09-15,2016,9,3028750,1918125,335625,51875,61875,139375,0,53750,110625,345000,0,11250
1499,2016-09-16,2016,9,2863125,1746250,291250,70000,45625,177500,0,54375,120000,346875,0,10625
1500,2016-09-17,2016,9,2981875,1882500,275000,93750,53750,187500,0,43750,95000,333125,0,10625
1501,2016-09-18,2016,9,3228125,2072500,273125,85000,96875,208125,0,36875,107500,336250,0,10625
1502,2016-09-19,2016,9,3110625,1934375,285625,106875,92500,202500,0,38125,106875,332500,0,11250
1503,2016-09-20,2016,9,3147500,1926875,288750,146875,98750,191250,0,45625,113125,325000,0,9375
1504,2016-09-21,2016,9,3196875,1950000,300625,155000,95625,205000,0,44375,120000,317500,0,8125
1505,2016-09-22,2016,9,3384375,2062500,306250,174375,123125,215000,0,40000,139375,316875,0,5625
1506,2016-09-23,2016,9,3592500,2161875,290000,228125,171250,238750,0,44375,152500,297500,0,5625
1507,2016-09-24,2016,9,3793750,2183750,307500,287500,268750,245625,0,48750,156875,286875,0,6875
1508,2016-09-25,2016,9,3831250,2185000,301250,291250,306250,254375,625,49375,156875,278750,0,6250
1509,2016-09-26,2016,9,3955625,2202500,296875,343750,341875,262500,1250,51250,153125,296875,0,4375
1510,2016-09-27,2016,9,4107500,2176875,330000,386875,384375,265000,1250,45000,141875,370625,0,5625
1511,2016-09-28,2016,9,4185000,2208125,360000,373125,371875,255000,1875,45000,150000,408750,0,11250
1512,2016-09-29,2016,9,4268750,2234375,395000,346250,398125,248750,3750,48750,157500,416875,0,18125
1513,2016-09-30,2016,9,4346250,2242500,386875,367500,420000,252500,7500,45625,172500,432500,0,18750
1514,2016-10-01,2016,10,4315625,2235625,371250,315625,415625,260000,3125,43750,179375,469375,0,21250
1515,2016-10-02,2016,10,4263750,2172500,360625,313125,428125,258750,2500,41875,198750,465000,0,21875
1516,2016-10-03,2016,10,4288750,2101250,415625,317500,445625,264375,625,41875,203750,475000,0,22500
1517,2016-10-04,2016,10,4141875,1953125,382500,321875,456250,263125,0,44375,208750,488750,0,22500
1518,2016-10-05,2016,10,4069375,1846875,389375,333125,480625,255625,0,40000,216875,483750,0,22500
1519,2016-10-06,2016,10,4137500,1908750,402500,339375,471875,246875,0,45625,215000,482500,0,22500
1520,2016-10-07,2016,10,4198750,1985000,401875,351875,467500,239375,0,35625,205625,489375,0,22500
1521,2016-10-08,2016,10,4265000,1993125,434375,343125,467500,231875,0,48750,215625,505625,0,21875
1522,2016-10-09,2016,10,4322500,2033125,455000,338125,460000,224375,2500,48750,204375,533125,0,22500
1523,2016-10-10,2016,10,4382500,2066875,471875,342500,455625,222500,5625,46250,215000,533125,0,22500
1524,2016-10-11,2016,10,4508125,2111250,491875,333125,475000,223125,3750,50000,221250,560625,0,22500
1525,2016-10-12,2016,10,4576250,2110000,515000,333750,479375,230625,9375,53750,237500,583750,0,22500
1526,2016-10-13,2016,10,4632500,2131250,539375,321875,470625,231875,13125,61875,236250,601875,0,22500
1527,2016-10-14,2016,10,4697500,2139375,546250,330625,481250,237500,17500,54375,233125,635000,0,22500
1528,2016-10-15,2016,10,4775625,2089375,576250,366875,495625,239375,15000,36250,250000,683125,0,22500
1529,2016-10-16,2016,10,4751250,2055625,593125,366250,494375,247500,15000,40000,253750,662500,0,22500
1530,2016-10-17,2016,10,4824375,2101875,593750,363750,501250,248125,18125,52500,255000,661875,0,22500
1531,2016-10-18,2016,10,4870625,2116250,595000,365625,499375,248750,25625,57500,244375,690625,0,22500
1532,2016-10-19,2016,10,5038125,2151250,585625,376875,514375,343750,25625,56875,258750,700000,0,22500
1533,2016-10-20,2016,10,5225625,2166875,586250,430625,567500,406250,25625,53125,258125,706875,0,22500
1534,2016-10-21,2016,10,5371250,2182500,609375,477500,591250,426875,25625,51875,249375,731250,0,22500
1535,2016-10-22,2016,10,5425000,2140625,609375,506250,634375,455000,26250,23125,255000,748125,0,22500
1536,2016-10-23,2016,10,5615000,2173125,610625,516250,682500,503125,31250,56875,258125,756250,0,22500
1537,2016-10-24,2016,10,5750625,2231250,619375,515625,683750,556875,41875,55000,255000,760000,0,22500
1538,2016-10-25,2016,10,5833750,2248750,680625,461875,678125,605000,45625,40625,259375,778750,0,24375
1539,2016-10-26,2016,10,5896250,2246250,694375,425625,689375,636250,48750,44375,267500,808750,0,23750
1540,2016-10-27,2016,10,5948125,2240000,708750,410000,687500,673125,52500,45000,259375,835000,0,22500
1541,2016-10-28,2016,10,6050000,2232500,725625,403125,703750,760625,61250,36875,244375,841250,625,23125
1542,2016-10-29,2016,10,5987500,2232500,707500,397500,698125,766875,63750,35625,244375,804375,625,23125
1543,2016-10-30,2016,10,5945625,2251875,691875,363750,680625,772500,80000,40625,248750,783125,625,22500
1544,2016-10-31,2016,10,5978750,2266250,700000,361875,661250,760000,94375,42500,253125,806875,625,22500
1545,2016-11-01,2016,11,6104375,2260000,722500,393750,682500,752500,113750,41875,253125,848750,1250,23125
1546,2016-11-02,2016,11,6298750,2246875,766250,449375,701875,761875,149375,38125,261250,876250,625,23125
1547,2016-11-03,2016,11,6461875,2220625,800000,476250,720625,794375,191875,37500,265625,906875,1250,22500
1548,2016-11-04,2016,11,6608125,2223125,841250,509375,738125,797500,193750,45000,279375,923125,1875,23125
1549,2016-11-05,2016,11,6855000,2245625,873125,547500,795000,797500,240000,45625,284375,967500,625,28125
1550,2016-11-06,2016,11,7023750,2251250,867500,591875,843125,797500,260000,43125,286250,1023125,2500,31250
1551,2016-11-07,2016,11,7113750,2243125,885000,635625,878750,797500,223750,43750,280000,1053750,1875,43125
1552,2016-11-08,2016,11,7081875,2200000,901875,663125,917500,782500,152500,29375,287500,1058750,2500,50000
1553,2016-11-09,2016,11,6933125,2114375,880625,700000,948125,772500,75625,40000,284375,1027500,5625,44375
1554,2016-11-10,2016,11,7084375,2094375,914375,728125,1011250,780000,84375,51875,273125,1025625,10000,55000
1555,2016-11-11,2016,11,7374375,2142500,913750,747500,1107500,789375,131875,53750,273750,1074375,15625,76875
1556,2016-11-12,2016,11,7560625,2170625,920625,735625,1188125,793125,158125,52500,264375,1091250,23125,105000
1557,2016-11-13,2016,11,7545000,2097500,927500,753125,1203750,775625,150000,55625,267500,1098750,21875,115000
1558,2016-11-14,2016,11,7633750,2112500,951250,760000,1216875,753125,128750,50625,268125,1101250,33125,166875
1559,2016-11-15,2016,11,7701875,2105625,969375,787500,1225000,734375,111250,45000,291875,1113125,28750,192500
1560,2016-11-16,2016,11,7514375,1912500,983750,808125,1225000,711875,99375,45625,284375,1115625,20625,205625
1561,2016-11-17,2016,11,7512500,1985625,984375,781250,1224375,697500,97500,43750,285625,1121250,14375,173125
1562,2016-11-18,2016,11,7221250,1838125,983125,743750,1215000,680625,93125,36250,273125,1103750,20625,131250
1563,2016-11-19,2016,11,7363125,1893750,984375,755000,1221250,675625,98750,36875,280000,1116875,41875,143750
1564,2016-11-20,2016,11,7615625,2041875,987500,794375,1223750,690000,101875,39375,293125,1125625,46250,150000
1565,2016-11-21,2016,11,7817500,2092500,988750,826250,1223125,722500,100625,40000,306250,1123125,69375,202500
1566,2016-11-22,2016,11,7988125,2120000,988750,825000,1221250,758125,129375,39375,306875,1121250,94375,251250
1567,2016-11-23,2016,11,8088125,2141875,988750,836875,1221250,791250,151250,40625,312500,1125000,51875,291875
1568,2016-11-24,2016,11,8203125,2163750,988750,847500,1222500,797500,200625,40625,307500,1131250,48750,305000
1569,2016-11-25,2016,11,8330625,2183750,988750,869375,1224375,796875,249375,40625,295000,1131875,63125,327500
1570,2016-11-26,2016,11,8466250,2189375,988750,886875,1225000,797500,293750,46875,291250,1130000,93125,349375
1571,2016-11-27,2016,11,8592500,2198125,988750,901250,1224375,795625,318750,50625,292500,1133750,116875,353750
1572,2016-11-28,2016,11,8703750,2196875,988750,919375,1225000,795625,353125,50625,320000,1128750,90000,377500
1573,2016-11-29,2016,11,8802500,2211875,988750,942500,1225000,796875,386250,46875,325625,1123750,76250,399375
1574,2016-11-30,2016,11,8933125,2225000,988750,960625,1225000,797500,420625,46875,321875,1128750,80625,431250
1575,2016-12-01,2016,12,8983750,2223750,988750,971875,1224375,797500,443750,57500,325625,1121875,85625,431875
1576,2016-12-02,2016,12,9108125,2236875,988750,986250,1224375,797500,489375,71875,338750,1127500,124375,445000
1577,2016-12-03,2016,12,9139375,2221875,988750,998125,1225000,797500,495000,67500,340000,1131875,120625,473125
1578,2016-12-04,2016,12,9115625,2229375,988750,983125,1224375,793750,452500,67500,342500,1127500,135000,484375
1579,2016-12-05,2016,12,9182500,2237500,988750,943750,1223750,796250,457500,86250,352500,1127500,158750,489375
1580,2016-12-06,2016,12,9331875,2238750,988750,945000,1224375,797500,463125,102500,362500,1121875,185625,496250
1581,2016-12-07,2016,12,9394375,2251250,988750,951250,1224375,797500,468750,113125,353750,1112500,228750,485625
1582,2016-12-08,2016,12,9414375,2253125,988750,950000,1216875,797500,473750,120000,346875,1094375,275000,488750
1583,2016-12-09,2016,12,9584375,2260000,985625,960000,1216250,797500,490000,94375,353750,1122500,338125,515000
1584,2016-12-10,2016,12,9829375,2267500,985000,1000000,1223125,797500,533125,106250,356875,1131875,397500,537500
1585,2016-12-11,2016,12,9985000,2275000,988125,1035000,1225000,797500,563750,132500,366250,1127500,452500,518750
1586,2016-12-12,2016,12,9983750,2273750,987500,1040625,1225000,797500,575625,144375,367500,1113125,500000,487500
1587,2016-12-13,2016,12,10041875,2273750,988750,1027500,1225000,797500,616250,163125,368125,1108750,517500,501875
1588,2016-12-14,2016,12,10096250,2271875,988750,1021250,1225000,797500,636250,150625,360000,1116250,554375,558750
1589,2016-12-15,2016,12,10210000,2265000,988750,985625,1223750,797500,675000,138750,356875,1117500,678750,581875
1590,2016-12-16,2016,12,10283125,2268125,988750,963750,1225000,796875,701250,133750,353125,1119375,758125,559375
1591,2016-12-17,2016,12,10355625,2266875,988750,948750,1224375,797500,718125,121875,361250,1123750,833750,548750
1592,2016-12-18,2016,12,10441250,2250625,987500,958125,1223125,797500,721875,96250,377500,1124375,899375,555625
1593,2016-12-19,2016,12,10543125,2203125,984375,998125,1225000,797500,697500,79375,372500,1126250,988750,585000
1594,2016-12-20,2016,12,10613750,2199375,986250,1035000,1225000,791875,631875,65000,385625,1128125,1036875,610625
1595,2016-12-21,2016,12,10630000,2155625,988750,1040625,1225000,786250,548750,68750,377500,1129375,1076250,654375
1596,2016-12-22,2016,12,10660000,2120625,988750,1061875,1224375,776875,493125,56250,371875,1130000,1101250,718750
1597,2016-12-23,2016,12,10680625,2095000,988750,1091875,1224375,774375,481250,51250,367500,1131250,1101250,748125
1598,2016-12-24,2016,12,10756875,2067500,988750,1133750,1224375,788750,520625,52500,366875,1133750,1101875,778125
1599,2016-12-25,2016,12,10832500,2065625,988750,1171250,1224375,794375,550625,51250,360000,1133750,1103750,791875
1600,2016-12-26,2016,12,10930000,2072500,988750,1183750,1225000,796250,587500,49375,365000,1135000,1110000,788125
1601,2016-12-27,2016,12,11091875,2109375,988750,1203125,1225000,797500,636875,52500,368125,1130000,1094375,790625
1602,2016-12-28,2016,12,11320625,2151250,988750,1206250,1225000,797500,701875,64375,345625,1129375,1106250,821250
1603,2016-12-29,2016,12,11367500,2176250,988750,1203125,1225000,797500,740625,61250,355000,1133125,1090000,835000
1604,2016-12-30,2016,12,11423750,2186875,988750,1193125,1224375,796875,768750,66250,353750,1132500,1103750,840000
1605,2016-12-31,2016,12,11360625,2199375,988750,1199375,1224375,795000,791250,77500,353750,1130625,1116250,731875
1606,2017-01-01,2017,1,11382500,2218125,988750,1185625,1224375,793125,815625,91875,363750,1130000,1105000,726875
1607,2017-01-02,2017,1,11565000,2218750,988750,1167500,1224375,794375,848125,119375,367500,1126875,1113125,791250
1608,2017-01-03,2017,1,11765000,2218125,988750,1183125,1225000,796250,878125,135000,374375,1128125,1120000,800625
1609,2017-01-04,2017,1,11874375,2223750,988750,1176875,1225000,797500,890625,143750,376875,1133125,1113125,860625
1610,2017-01-05,2017,1,11890625,2233125,988750,1201875,1225000,797500,886250,140000,391875,1130000,1103750,875000
1611,2017-01-06,2017,1,11710625,2223125,988125,1184375,1225000,797500,866875,132500,386250,1130625,1104375,778125
1612,2017-01-07,2017,1,11566875,2228125,988750,1163750,1223750,790000,718125,141875,381875,1133125,1113750,761250
1613,2017-01-08,2017,1,11630625,2240000,988750,1171250,1224375,783125,672500,155000,385000,1129375,1120625,827500
1614,2017-01-09,2017,1,11764375,2243750,988750,1183125,1225000,776875,673125,166875,380625,1132500,1121875,887500
1615,2017-01-10,2017,1,11798125,2244375,988750,1189375,1225000,781250,671875,143750,385625,1131250,1122500,927500
1616,2017-01-11,2017,1,11735000,2233750,988750,1194375,1225000,791250,682500,141875,391875,1133125,1123750,976875
1617,2017-01-12,2017,1,11531250,2223750,988750,1200000,1225000,790625,671250,145625,391875,1131250,1097500,845625
1618,2017-01-13,2017,1,11658125,2219375,988750,1206250,1225000,785000,658125,167500,396250,1129375,1108750,915000
1619,2017-01-14,2017,1,11661875,2229375,988750,1203750,1225000,769375,641875,161250,401875,1131875,1108125,941250
1620,2017-01-15,2017,1,11705625,2233125,988750,1206250,1224375,766250,645000,153125,399375,1128125,1113125,985000
1621,2017-01-16,2017,1,11843125,2225000,988750,1206250,1225000,776250,644375,151875,396250,1128125,1120000,1019375
1622,2017-01-17,2017,1,11875625,2205000,988750,1206250,1224375,776250,620625,122500,413750,1131250,1112500,1044375
1623,2017-01-18,2017,1,11786875,2196875,988750,1206250,1225000,753750,551875,126250,429375,1130625,1068125,1016875
1624,2017-01-19,2017,1,11941250,2212500,988750,1206250,1225000,745000,561250,136250,442500,1133750,1106250,986250
1625,2017-01-20,2017,1,12118125,2215000,988750,1206250,1225000,760625,618750,143125,451875,1134375,1099375,993750
1626,2017-01-21,2017,1,12336250,2216875,988750,1206250,1224375,791250,671875,148125,435000,1126875,1108125,1027500
1627,2017-01-22,2017,1,12460000,2225625,988750,1206250,1225000,797500,730000,166250,420625,1131250,1113125,1015625
1628,2017-01-23,2017,1,12566250,2223125,988750,1206250,1225000,797500,784375,202500,425625,1130625,1118125,1009375
1629,2017-01-24,2017,1,12609375,2220625,988750,1206250,1224375,797500,816250,176250,427500,1126875,1115625,990625
1630,2017-01-25,2017,1,12530000,2219375,988750,1206250,1225000,795000,753125,164375,412500,1126250,1116875,986250
1631,2017-01-26,2017,1,12496250,2221250,988750,1206250,1224375,790000,703125,171875,406875,1130625,1117500,996250
1632,2017-01-27,2017,1,12487500,2224375,988750,1205625,1225000,793750,711250,182500,396250,1131250,1118750,980000
1633,2017-01-28,2017,1,12366250,2228125,986250,1206250,1225000,797500,718750,188750,392500,1128125,1116250,935000
1634,2017-01-29,2017,1,12397500,2237500,986875,1206250,1224375,797500,731250,213125,393750,1119375,1109375,921250
1635,2017-01-30,2017,1,12505625,2249375,988125,1206250,1225000,797500,741875,253750,400000,1121250,1116250,925000
1636,2017-01-31,2017,1,12645625,2246875,988750,1205625,1224375,797500,763125,270000,399375,1123750,1121250,957500
1637,2017-02-01,2017,2,12743750,2249375,988750,1206250,1224375,797500,818750,282500,392500,1117500,1121875,981875
1638,2017-02-02,2017,2,12826250,2253125,988750,1201875,1224375,797500,873750,303750,393750,1111250,1120625,1020000
1639,2017-02-03,2017,2,12856250,2239375,988750,1201875,1222500,797500,915625,269375,398750,1108750,1123750,1055625
1640,2017-02-04,2017,2,12762500,2227500,988750,1206250,1223750,797500,907500,236250,390625,1106250,1122500,1055625
1641,2017-02-05,2017,2,12730000,2234375,988750,1206250,1225000,796875,890625,232500,389375,1107500,1123125,1045000
1642,2017-02-06,2017,2,12686250,2233125,988750,1206250,1225000,792500,840000,228750,386250,1111250,1122500,1059375
1643,2017-02-07,2017,2,12563750,2229375,988750,1206250,1224375,790000,824375,205000,376250,1116250,1121250,1058125
1644,2017-02-08,2017,2,12518125,2232500,988750,1206250,1224375,791875,836250,201875,375625,1111875,1119375,1060000
1645,2017-02-09,2017,2,12563750,2231875,988750,1206250,1224375,791875,858750,205625,371875,1111250,1122500,1071250
1646,2017-02-10,2017,2,12629375,2225000,988750,1206250,1225000,793750,875625,190000,363125,1119375,1123125,1075625
1647,2017-02-11,2017,2,12643125,2221250,988750,1206250,1224375,793750,878750,175000,387500,1133125,1123125,1056250
1648,2017-02-12,2017,2,12735000,2216875,988750,1206250,1225000,790000,860625,161250,402500,1131250,1122500,1061250
1649,2017-02-13,2017,2,12809375,2230000,988750,1206250,1224375,790000,846250,169375,425000,1131250,1122500,1081875
1650,2017-02-14,2017,2,12898125,2242500,988750,1206250,1225000,795625,860000,205000,433125,1131250,1122500,1077500
1651,2017-02-15,2017,2,13070000,2253125,988750,1206250,1225000,796875,888125,239375,436875,1133750,1122500,1055000
1652,2017-02-16,2017,2,13175625,2264375,988750,1206250,1224375,797500,890625,279375,438750,1131250,1123125,1040000
1653,2017-02-17,2017,2,13186250,2270000,988750,1206250,1224375,797500,880000,325000,446875,1134375,1123125,1008750
1654,2017-02-18,2017,2,13205625,2270625,988750,1206250,1224375,797500,912500,401875,453750,1133125,1120625,989375
1655,2017-02-19,2017,2,13221250,2276875,988750,1206250,1225000,797500,928125,425625,455000,1130625,1122500,987500
1656,2017-02-20,2017,2,13204375,2276875,988750,1206250,1225000,797500,933125,381250,452500,1128125,1117500,991875
1657,2017-02-21,2017,2,13095625,2271875,988750,1206250,1225000,797500,928750,313750,455625,1110625,1115625,1001875
1658,2017-02-22,2017,2,13145625,2270625,988750,1206250,1225000,797500,922500,308125,447500,1111875,1116875,1030625
1659,2017-02-23,2017,2,13218750,2268750,988750,1206250,1225000,797500,907500,323125,435625,1133125,1122500,1033750
1660,2017-02-24,2017,2,13207500,2266250,988750,1206250,1225000,797500,895625,328750,433125,1127500,1121250,1041250
1661,2017-02-25,2017,2,13180625,2266250,988750,1206250,1225000,797500,878125,315000,415625,1133750,1122500,1053750
1662,2017-02-26,2017,2,13141250,2270625,988750,1203750,1225000,797500,878125,312500,391250,1130000,1120000,1063125
1663,2017-02-27,2017,2,13126250,2273750,988750,1204375,1225000,793750,878125,362500,390000,1133125,1110625,1021875
1664,2017-02-28,2017,2,13165000,2277500,988750,1206250,1225000,796250,878750,368750,400000,1133750,1120625,1022500
1665,2017-03-01,2017,3,13180625,2277500,988750,1206250,1225000,795625,880625,374375,418750,1130000,1121250,1047500
1666,2017-03-02,2017,3,13202500,2275625,988750,1206250,1225000,795625,888750,380625,425625,1132500,1121875,1061875
1667,2017-03-03,2017,3,13291875,2278125,988750,1206250,1224375,797500,901250,407500,435000,1135000,1123750,1048125
1668,2017-03-04,2017,3,13255625,2277500,988750,1206250,1224375,796875,912500,444375,440000,1131875,1121875,1025625
1669,2017-03-05,2017,3,13199375,2277500,988750,1206250,1224375,795625,918750,451875,451250,1135000,1122500,980625
1670,2017-03-06,2017,3,13185625,2278125,988750,1206250,1224375,794375,929375,445625,452500,1135000,1121875,983750
1671,2017-03-07,2017,3,13209375,2278125,988750,1206250,1225000,794375,924375,445000,455000,1133125,1112500,996875
1672,2017-03-08,2017,3,13113750,2278125,988750,1206250,1225000,797500,920000,448750,449375,1131875,1090625,995625
1673,2017-03-09,2017,3,13063125,2276875,988750,1200625,1225000,797500,918125,448125,446875,1131250,1107500,986250
1674,2017-03-10,2017,3,13106875,2280000,988750,1186875,1223125,797500,922500,456250,452500,1130000,1109375,973125
1675,2017-03-11,2017,3,13206250,2276875,988750,1193125,1223750,797500,915000,438125,461250,1133125,1115625,974375
1676,2017-03-12,2017,3,13249375,2278125,988750,1206250,1225000,797500,915625,453125,462500,1130000,1122500,960000
1677,2017-03-13,2017,3,13210000,2277500,988750,1206250,1224375,797500,933125,455625,460625,1133750,1120625,983750
1678,2017-03-14,2017,3,13255625,2278125,988750,1206250,1225000,797500,931250,441250,460625,1133750,1116250,1011250
1679,2017-03-15,2017,3,13102500,2276875,988750,1206250,1224375,797500,906250,403125,462500,1131875,1118750,1026250
1680,2017-03-16,2017,3,13018750,2276250,988750,1206250,1225000,797500,880625,395000,456875,1132500,1115625,1020625
1681,2017-03-17,2017,3,12981875,2275625,988750,1206250,1225000,796875,846250,400000,460625,1134375,1115000,1013125
1682,2017-03-18,2017,3,12939375,2275625,988750,1206250,1225000,795000,822500,429375,465000,1130625,1110000,1021875
1683,2017-03-19,2017,3,12939375,2276250,988750,1206250,1219375,783125,783125,451250,474375,1131875,1109375,1031250
1684,2017-03-20,2017,3,12958750,2276250,988750,1206250,1218750,771250,765000,481250,481250,1131250,1111250,1051875
1685,2017-03-21,2017,3,12860625,2278750,988750,1206250,1221875,770000,765000,488125,484375,1131875,1110625,989375
1686,2017-03-22,2017,3,12923125,2277500,988750,1206250,1221875,784375,771875,478750,485000,1131250,1111875,1035000
1687,2017-03-23,2017,3,12912500,2276250,988750,1206250,1221250,786875,768125,465000,492500,1126250,1120625,1067500
1688,2017-03-24,2017,3,12948750,2276875,988750,1206250,1225000,795000,764375,465000,496875,1124375,1119375,1085000
1689,2017-03-25,2017,3,12938750,2277500,988750,1206250,1225000,795000,776875,476875,478125,1128750,1121250,1088125
1690,2017-03-26,2017,3,13035625,2278125,988750,1206250,1224375,791250,801875,482500,483750,1131250,1122500,1096250
1691,2017-03-27,2017,3,13000625,2277500,988750,1206250,1223125,795000,787500,482500,486250,1132500,1121250,1080000
1692,2017-03-28,2017,3,13010000,2278750,988750,1206250,1224375,794375,779375,481875,507500,1135000,1122500,1068125
1693,2017-03-29,2017,3,13022500,2277500,988750,1206250,1222500,781250,781250,494375,513750,1132500,1117500,1068125
1694,2017-03-30,2017,3,13003125,2276875,988750,1206250,1219375,782500,806875,513750,517500,1133125,1120000,1069375
1695,2017-03-31,2017,3,13019375,2278125,988750,1206250,1221250,793750,841250,523750,520625,1131250,1120625,1073750
1696,2017-04-01,2017,4,13016875,2276875,988750,1206250,1225000,793125,855625,529375,515000,1131875,1120625,1082500
1697,2017-04-02,2017,4,13013750,2278125,988750,1206250,1224375,797500,846250,526250,508125,1131250,1120000,1090000
1698,2017-04-03,2017,4,13001875,2279375,988750,1206250,1225000,797500,858125,523125,502500,1134375,1120000,1075625
1699,2017-04-04,2017,4,12979375,2279375,988750,1206250,1225000,797500,912500,505625,495000,1133750,1105625,1071250
1700,2017-04-05,2017,4,12860625,2277500,988750,1206250,1225000,797500,920625,494375,490625,1131875,1095625,1078125
1701,2017-04-06,2017,4,12839375,2278125,988750,1205000,1224375,797500,936875,500625,491250,1133750,1098125,1089375
1702,2017-04-07,2017,4,12874375,2278125,986875,1203125,1224375,797500,943125,508125,499375,1133125,1111250,1090000
1703,2017-04-08,2017,4,12826875,2277500,985000,1202500,1224375,797500,944375,491875,498750,1129375,1096250,1083125
1704,2017-04-09,2017,4,12826875,2277500,984375,1202500,1225000,797500,942500,480625,502500,1135000,1070625,1080000
1705,2017-04-10,2017,4,12796250,2277500,984375,1198125,1224375,797500,930625,473750,508750,1131250,1078125,1066250
1706,2017-04-11,2017,4,12746875,2277500,986875,1201875,1225000,797500,916250,463750,511250,1130625,1080625,1065625
1707,2017-04-12,2017,4,12648750,2278125,988125,1206250,1224375,797500,920625,461250,511250,1128125,1101875,1054375
1708,2017-04-13,2017,4,12603125,2276875,988750,1204375,1225000,797500,937500,470625,505000,1125000,1110000,1071875
1709,2017-04-14,2017,4,12608750,2276875,988750,1191875,1224375,797500,940625,487500,505625,1123125,1113125,1078750
1710,2017-04-15,2017,4,12604375,2277500,988750,1187500,1223750,797500,933750,498125,500000,1123125,1118125,1089375
1711,2017-04-16,2017,4,12575000,2277500,988750,1182500,1218750,797500,926250,505625,498750,1128125,1115000,1093750
1712,2017-04-17,2017,4,12546875,2277500,988750,1181875,1216875,797500,920000,503750,511250,1129375,1115000,1087500
1713,2017-04-18,2017,4,12526875,2278750,988125,1195000,1214375,797500,921250,493750,510000,1123125,1115625,1083750
1714,2017-04-19,2017,4,12481875,2278125,988750,1191250,1213750,797500,915625,497500,499375,1128125,1108125,1078750
1715,2017-04-20,2017,4,12446875,2278750,988750,1189375,1211875,797500,921250,489375,491875,1133750,1113750,1078750
1716,2017-04-21,2017,4,12350625,2278125,988750,1190000,1210625,797500,927500,468750,491250,1131250,1078125,1078750
1717,2017-04-22,2017,4,12301250,2276875,988750,1194375,1210000,796875,918125,460000,493125,1130000,1091875,1051875
1718,2017-04-23,2017,4,12291875,2277500,988750,1200000,1210625,797500,922500,475000,496250,1126250,1104375,1010625
1719,2017-04-24,2017,4,12304375,2277500,988750,1180000,1211875,792500,934375,493125,506250,1128125,1106250,1026875
1720,2017-04-25,2017,4,12266250,2276875,988750,1160625,1203750,791875,940625,504375,508750,1126250,1100000,1016250
1721,2017-04-26,2017,4,12201250,2277500,988750,1168125,1200625,790625,940000,504375,502500,1119375,1086250,995000
1722,2017-04-27,2017,4,12105000,2278750,988750,1173125,1196875,792500,934375,504375,502500,1117500,1034375,975625
1723,2017-04-28,2017,4,12087500,2278125,988750,1162500,1196875,797500,929375,502500,514375,1118750,1024375,998125
1724,2017-04-29,2017,4,12037500,2278750,988750,1138750,1196875,797500,931250,484375,500625,1116875,1037500,1009375
1725,2017-04-30,2017,4,12036250,2278750,988750,1165000,1203125,797500,931250,480000,500000,1114375,1053750,978125
